诗编号,作者,卷编号,篇名,题材特征,末句韵部
33701,许棠,卷603_54,陇州旅中书事寄李中丞,321000,14
33702,许棠,卷603_55,秋日归旧山,21411,13
33703,许棠,卷603_56,下黄耳盘,1020000,15
33704,许棠,卷603_57,旅怀,1212013,20
33705,许棠,卷603_58,题金山寺,1222120,10
33706,许棠,卷603_59,送王侍御赴宣城,1220000,10
33707,许棠,卷603_60,题汧湖二首（1）,332400,25
33708,许棠,卷603_60,题汧湖二首（2）,1001100,26
33709,许棠,卷603_61,宿青山馆,1111,3
33710,许棠,卷603_62,宿同州厉评事旧业寄华下,235233,14
33711,许棠,卷603_63,闻蝉十二韵,634030,22
33712,许棠,卷603_64,冬杪归陵阳别业五首（1）,20213,26
33713,许棠,卷603_64,冬杪归陵阳别业五首（2）,121010,3
33714,许棠,卷603_64,冬杪归陵阳别业五首（3）,110002,19
33715,许棠,卷603_64,冬杪归陵阳别业五首（4）,131130,25
33716,许棠,卷603_64,冬杪归陵阳别业五首（5）,222111,15
33717,许棠,卷603_65,送王侍御赴宣城（一作赴越城令）,1012313,7
33718,许棠,卷603_66,春日乌延道中,12212,0
33719,许棠,卷603_67,寄华阴刘拾遗,10000,13
33720,许棠,卷603_68,忆江南,110010,26
33721,许棠,卷604_1,送前汝州李侍御罢归宣城,111120,22
33722,许棠,卷604_2,失题（一作送前汝州李侍御罢归宣城第二首）,1213120,10
33723,许棠,卷604_3,送裴拾遗宰下邽（一作赴畿令）,1133113,14
33724,许棠,卷604_4,隗嚣宫晚望,1103305,15
33725,许棠,卷604_5,江上行,122201,14
33726,许棠,卷604_6,登山,1000101,18
33727,许棠,卷604_7,哭宣城元征君,1000001,3
33728,许棠,卷604_8,寄建州姚员外,100000,3
33729,许棠,卷604_9,送厉校书从事凤翔,234322,0
33730,许棠,卷604_10,春夜同厉文学先辈会宿,1214222,26
33731,许棠,卷604_11,长安书情,110010,10
33732,许棠,卷604_12,过故洛城,1121032,0
33733,许棠,卷604_13,寄庐山贾处士,1212110,15
33734,许棠,卷604_14,下第东归留别郑侍郎,1110011,0
33735,许棠,卷604_15,泗上早发,132010,3
33736,许棠,卷604_16,赠天台僧,1232010,15
33737,许棠,卷604_17,冬夜与友人会宿,1211100,26
33738,许棠,卷604_18,送元遂上人归吴中,2020001,4
33739,许棠,卷604_19,赠志空上人,1011000,1
33740,许棠,卷604_20,边城晚望,21010,0
33741,许棠,卷604_21,汴上暮秋,101112,4
33742,许棠,卷604_22,春日言怀,2201011,10
33743,许棠,卷604_23,奉天寒食书事,300002,0
33744,许棠,卷604_24,长安寓居,433310,5
33745,许棠,卷604_25,写怀,220010,3
33746,许棠,卷604_26,白菊,123010,3
33747,许棠,卷604_27,中秋夜对月,302020,15
33748,许棠,卷604_28,陪郢州张员外宴白雪楼,313201,14
33749,许棠,卷604_29,和薛侍御题兴善寺松,1011020,22
33750,许棠,卷604_30,题郑侍郎岩隐十韵,1411112,22
33751,许棠,卷604_31,宿灵山兰若,210100,0
33752,许棠,卷604_32,亲仁里双鹭,1001201,10
33753,许棠,卷604_33,成纪书事二首（1）,125221,10
33754,许棠,卷604_33,成纪书事二首（2）,212035,0
33755,许棠,卷604_34,秦中遇友人,212000,3
33756,许棠,卷604_35,过分水岭,1121212,7
33757,许棠,卷604_36,讲德陈情上淮南李仆射八首（1）,122031,3
33758,许棠,卷604_36,讲德陈情上淮南李仆射八首（2）,1011010,12
33759,许棠,卷604_36,讲德陈情上淮南李仆射八首（3）,212211,22
33760,许棠,卷604_36,讲德陈情上淮南李仆射八首（4）,1202121,10
33761,许棠,卷604_36,讲德陈情上淮南李仆射八首（5）,2101101,22
33762,许棠,卷604_36,讲德陈情上淮南李仆射八首（6）,1010,5
33763,许棠,卷604_36,讲德陈情上淮南李仆射八首（7）,122302,16
33764,许棠,卷604_36,讲德陈情上淮南李仆射八首（8）,1211000,4
33765,许棠,卷604_37,献独孤尚书,1010010,10
33766,许棠,卷604_38,将过单于,211311,4
33767,许棠,卷604_39,贞女祠,1111010,14
33768,许棠,卷604_40,宿华山,1322110,25
33769,许棠,卷604_41,送张员外西川从事,3120000,16
33770,许棠,卷604_42,题慈恩寺元遂上人院,123130,21
33771,许棠,卷604_43,送杜仓曹往沧洲觐叔常侍,1131341,15
33772,许棠,卷604_44,雕阴道中作,213031,9
33773,许棠,卷604_45,留别从弟郴,1010000,3
33774,许棠,卷604_46,寻山,1001102,0
33775,许棠,卷604_47,送徐侍御充南诏判官,332120,22
33776,许棠,卷604_48,送省玄上人归江东,110110,10
33777,许棠,卷604_49,送刘校书游东鲁,1300020,25
33778,许棠,卷604_50,送金吾侍御奉使日东,1001212,10
33779,许棠,卷604_51,题甘露寺,3201201,16
33780,许棠,卷604_52,冬夜怀真里友人会宿,2102111,26
33781,许棠,卷604_53,陪友人夏夜对月,1201111,7
33782,许棠,卷604_54,送从弟筹任告成尉,2000000,5
33783,许棠,卷604_55,秋日陪陆校书游玉泉,200002,18
33784,许棠,卷604_56,送防州邬员外,0,22
33785,许棠,卷604_57,过穆陵关,222110,19
33786,许棠,卷604_58,江上遇友人,313222,9
33787,许棠,卷604_59,忆宛陵旧居,1112223,16
33788,许棠,卷604_60,题闻琴馆,11020,26
33789,许棠,卷604_61,寄江上弟妹,1011010,4
33790,许棠,卷604_62,题李昌符丰乐幽居,1413,0
33791,许棠,卷604_63,青山晚望,1000000,16
33792,许棠,卷604_64,宣城送进士郑徽赴举,1010221,4
33793,许棠,卷604_65,言怀,1213111,26
33794,许棠,卷604_66,汴河十二韵,1443311,25
33795,许棠,卷604_67,旅中送人归九华,1011102,4
33796,许棠,卷604_68,送友人归江南,231140,3
33797,许棠,卷604_69,洞庭湖,1532214,15
33798,许棠,卷604_70,句（1）,100000,24
33799,许棠,卷604_70,句（2）,102111,14
33800,许棠,卷604_70,句（3）,1001101,14
33801,邵谒,卷605_1,放歌行,101,33
33802,邵谒,卷605_2,长安寒食,200000,33
33803,邵谒,卷605_3,贞女墓,200002,34
33804,邵谒,卷605_4,自叹,1201010,62
33805,邵谒,卷605_5,送徐群宰望江,2213042,23
33806,邵谒,卷605_6,秋夕,1200100,43
33807,邵谒,卷605_7,览孟东野集,412022,67
33808,邵谒,卷605_8,送友人江行,421211,33
33809,邵谒,卷605_9,下第有感,411103,94
33810,邵谒,卷605_10,论政,1212223,25
33811,邵谒,卷605_11,战城南,213161,33
33812,邵谒,卷605_12,赠郑殷处士,1001202,15
33813,邵谒,卷605_13,古乐府,211112,33
33814,邵谒,卷605_14,经安容先生旧居,1302215,94
33815,邵谒,卷605_15,望行人,343101,43
33816,邵谒,卷605_16,岁丰,1100011,101
33817,邵谒,卷605_17,金谷园怀古,1211233,21
33818,邵谒,卷605_18,春日有感,1,27
33819,邵谒,卷605_19,学仙词,6001000,22
33820,邵谒,卷605_20,妓女,212202,33
33821,邵谒,卷605_21,寒女行,1221022,35
33822,邵谒,卷605_22,览镜,201121,14
33823,邵谒,卷605_23,轻薄行,200001,101
33824,邵谒,卷605_24,苦别离,342101,15
33825,邵谒,卷605_25,览张骞传,1101023,12
33826,邵谒,卷605_26,白头吟,104223,14
33827,邵谒,卷605_27,瞽者叹,10000,21
33828,邵谒,卷605_28,送从弟长安下第南归觐亲,2221414,12
33829,邵谒,卷605_29,少年行,1100111,22
33830,邵谒,卷605_30,汉宫井,1210211,52
33831,邵谒,卷605_31,显茂楼,313243,94
33832,邵谒,卷605_32,紫阁峰,1111,99
33833,林宽,卷606_1,送李员外频之建州,202121,1
33834,林宽,卷606_2,送许棠先辈归宣州,2102010,3
33835,林宽,卷606_3,穷冬太学,1011021,3
33836,林宽,卷606_4,陪郑諴郎中假日省中寓直,100000,1
33837,林宽,卷606_5,送谢石先辈归宣州,200101,3
33838,林宽,卷606_6,下第寄欧阳瓒,2000100,3
33839,林宽,卷606_7,寄何绍馀,132210,22
33840,林宽,卷606_8,送人宰浦城,10100,9
33841,林宽,卷606_9,省试腊后望春宫,313140,0
33842,林宽,卷606_10,寄省中知己,1301001,10
33843,林宽,卷606_11,朱坡,101111,22
33844,林宽,卷606_12,酬陈樵见寄,112113,3
33845,林宽,卷606_13,华清宫,300012,20
33846,林宽,卷606_14,终南山,1100000,13
33847,林宽,卷606_15,歌风台,10001,3
33848,林宽,卷606_16,送人归日东,100001,9
33849,林宽,卷606_17,寓兴,2211012,10
33850,林宽,卷606_18,少年行,2224020,3
33851,林宽,卷606_19,塞上还答友人,2101,15
33852,林宽,卷606_20,哭栖白供奉,1010000,10
33853,林宽,卷606_21,送升道靖恭相公分司,11001,13
33854,林宽,卷606_22,关下早行,212112,22
33855,林宽,卷606_23,曲江,1222112,22
33856,林宽,卷606_24,长安遣怀,1112101,24
33857,林宽,卷606_25,送僧游太白峰,0,3
33858,林宽,卷606_26,哭造微禅师,2011101,21
33859,林宽,卷606_27,献同年孔郎中,11100,5
33860,林宽,卷606_28,闻雁,1313020,3
33861,林宽,卷606_29,送惠补阙,100,26
33862,林宽,卷606_30,和友人贼后,12212,4
33863,林宽,卷606_31,长安即事,1100102,7
33864,林宽,卷606_32,和周繇校书先辈省中寓直,1202122,7
33865,林宽,卷606_33,苦雨,1211130,22
33866,刘邺,卷607_1,翰林作,1200201,10
33867,刘邺,卷607_2,待漏院吟,1201010,3
33868,李骘,卷607_3,慧山寺肄业送怀坦上人,1211313,65
33869,李骘,卷607_4,读惠山若冰师集因题故院三首（1）,1212112,3
33870,李骘,卷607_4,读惠山若冰师集因题故院三首（2）,201011,10
33871,李骘,卷607_4,读惠山若冰师集因题故院三首（3）,2102213,4
33872,李骘,卷607_5,自惠山至吴下寄酬南徐从事,200101,42
33873,孙蜀,卷607_6,中秋夜戏酬顾道流,1302020,26
33874,欧阳澥,卷607_7,咏燕上主司郑愚,310000,9
33875,欧阳澥,卷607_8,句（1）,10102,15
33876,欧阳澥,卷607_8,句（2）,110001,15
33877,欧阳澥,卷607_8,句（3）,100000,22
33878,陈黯,卷607_9,自咏豆花,100001,20
33879,张孜,卷607_10,雪诗,1001001,100
33880,张孜,卷607_11,句（1）,0,45
33881,张孜,卷607_11,句（2）,1101,9
33882,张孜,卷607_11,句（3）,310100,10
33883,郑仁表,卷607_12,赠妓仙哥,0,22
33884,郑仁表,卷607_13,赠妓命洛真,3000000,10
33885,郑仁表,卷607_14,句,1101,15
33886,赵鸿,卷607_15,杜甫同谷茅茨,1002102,6
33887,赵鸿,卷607_16,栗亭（赵鸿刻石同谷曰，工部题栗亭十韵，不复见）,10000,54
33888,赵鸿,卷607_17,泥功山,1000010,23
33889,童翰卿,卷607_18,昆明池织女石（一作司马复诗）,201111,22
33890,童翰卿,卷607_19,绝句,10,0
33891,皮日休,卷608_1,补周礼九夏系文•九夏歌九篇（1）,1010000,101
33892,皮日休,卷608_1,补周礼九夏系文•九夏歌九篇（2）,3010100,36
33893,皮日休,卷608_1,补周礼九夏系文•九夏歌九篇（3）,10000,35
33894,皮日休,卷608_1,补周礼九夏系文•九夏歌九篇（4）,10000,33
33895,皮日休,卷608_1,补周礼九夏系文•九夏歌九篇（5）,4010010,25
33896,皮日休,卷608_1,补周礼九夏系文•九夏歌九篇（6）,110000,101
33897,皮日休,卷608_1,补周礼九夏系文•九夏歌九篇（7）,11201,19
33898,皮日休,卷608_1,补周礼九夏系文•九夏歌九篇（8）,50003,21
33899,皮日休,卷608_1,补周礼九夏系文•九夏歌九篇（9）,10010,89
33900,皮日休,卷608_2,三羞诗三首（1）,5333143,94
33901,皮日休,卷608_2,三羞诗三首（2）,4104112,90
33902,皮日休,卷608_2,三羞诗三首（3）,3320027,3
33903,皮日休,卷608_3,七爱诗•房杜二相国（玄龄、如晦）,200010,36
33904,皮日休,卷608_4,七爱诗•李太尉（晟）,2301121,10
33905,皮日休,卷608_5,七爱诗•卢征君（鸿）,3102313,62
33906,皮日休,卷608_6,七爱诗•元鲁山（德秀）,1117719,3
33907,皮日休,卷608_7,七爱诗•李翰林（白）,1120102,101
33908,皮日休,卷608_9,七爱诗•白太傅（居易）,1120102,15
33909,皮日休,卷608_10,正乐府十篇•卒妻怨,1100003,9
33910,皮日休,卷608_11,正乐府十篇•橡媪叹,1201102,21
33911,皮日休,卷608_12,正乐府十篇•贪官怨,1000022,33
33912,皮日休,卷608_13,正乐府十篇•农父谣,100201,22
33913,皮日休,卷608_14,正乐府十篇•路臣恨,3232110,0
33914,皮日休,卷608_15,正乐府十篇•贱贡士,1100020,62
33915,皮日休,卷608_16,正乐府十篇•颂夷臣,1,33
33916,皮日休,卷608_17,正乐府十篇•惜义鸟,300012,19
33917,皮日休,卷608_18,正乐府十篇•诮虚器,3002010,10
33918,皮日休,卷608_19,正乐府十篇•哀陇民,3004213,15
33919,皮日休,卷608_20,奉献致政裴秘监,743645,33
33920,皮日休,卷608_21,秋夜有怀,300011,102
33921,皮日休,卷608_22,喜鹊,0,33
33922,皮日休,卷608_23,蚊子,10,90
33923,皮日休,卷608_24,鹿门夏日,1011102,3
33924,皮日休,卷608_21,偶书,1000000,10
33925,皮日休,卷608_22,读书,1,35
33926,皮日休,卷608_23,贫居秋日,1110001,35
33927,皮日休,卷609_1,鲁望读襄阳耆旧传见赠五百言过褒庸材靡有称是…次韵,9234493,84
33928,皮日休,卷609_2,鲁望昨以五百言见贻过有褒美内揣庸陋弥增愧悚…微旨也,9669769,15
33929,皮日休,卷609_3,吴中苦雨因书一百韵寄鲁望,9534759,56
33930,皮日休,卷609_13,初夏即事寄鲁望,2343121,22
33931,皮日休,卷609_14,二游诗•徐诗,3443313,97
33932,皮日休,卷609_15,二游诗•任诗,4301302,104
33933,皮日休,卷609_16,追和虎丘寺清远道士诗,2011020,73
33934,皮日休,卷609_17,追和幽独君诗次韵,403222,9
33935,皮日休,卷609_18,奉和鲁望读阴符经见寄,9302233,33
33936,皮日休,卷609_19,初夏游楞伽精舍,7123816,98
33937,皮日休,卷609_21,公斋四咏•小松,3141000,82
33938,皮日休,卷609_22,公斋四咏•小桂,203112,3
33939,皮日休,卷609_23,公斋四咏•新竹,1000100,15
33940,皮日休,卷609_24,公斋四咏•鹤屏,3000000,81
33941,皮日休,卷609_25,奉酬崔璐进士见寄次韵,4000011,6
33942,皮日休,卷610_1,太湖诗•初入太湖（自胥口入，去州五十里）,2033503,99
33943,皮日休,卷610_2,太湖诗•晓次神景宫,9332305,98
33944,皮日休,卷610_3,太湖诗•入林屋洞,9321030,23
33945,皮日休,卷610_4,太湖诗•雨中游包山精舍,1212111,15
33946,皮日休,卷610_5,太湖诗•游毛公坛,9333413,36
33947,皮日休,卷610_6,太湖诗•三宿神景宫,4313412,3
33948,皮日休,卷610_7,太湖诗•以毛公泉一瓶献上谏议因寄,8201010,15
33949,皮日休,卷610_8,太湖诗•缥缈峰,7403521,0
33950,皮日休,卷610_9,太湖诗•桃花坞,3201112,94
33951,皮日休,卷610_10,太湖诗•明月湾,434413,14
33952,皮日休,卷610_11,太湖诗•练渎（吴王所开）,3314463,90
33953,皮日休,卷610_12,太湖诗•投龙潭（在龟山）,7102424,92
33954,皮日休,卷610_13,太湖诗•孤园寺（梁散骑常侍吴猛宅）,3114223,33
33955,皮日休,卷610_14,太湖诗•上真观,6212213,13
33956,皮日休,卷610_15,太湖诗•销夏湾,2021603,3
33957,皮日休,卷610_16,太湖诗•包山祠,4211214,21
33958,皮日休,卷610_17,太湖诗•圣姑庙（在大姑山）,3601021,35
33959,皮日休,卷610_18,太湖诗•太湖石（出鼋头山）,2113312,6
33960,皮日休,卷610_19,太湖诗•崦里（傍龟山下有良田二十顷）,102205,52
33961,皮日休,卷610_20,太湖诗•石板（在石公山前）,3442422,25
33962,皮日休,卷611_1,奉和鲁望渔具十五咏•网,100000,89
33963,皮日休,卷611_2,奉和鲁望渔具十五咏•罩,0,77
33964,皮日休,卷611_3,奉和鲁望渔具十五咏•罱,120100,35
33965,皮日休,卷611_4,奉和鲁望渔具十五咏•钓筒,201210,94
33966,皮日休,卷611_5,奉和鲁望渔具十五咏•钓车,101110,46
33967,皮日休,卷611_6,奉和鲁望渔具十五咏•渔梁,231100,35
33968,皮日休,卷611_7,奉和鲁望渔具十五咏•叉鱼,100010,54
33969,皮日休,卷611_8,奉和鲁望渔具十五咏•射鱼,100,0
33970,皮日休,卷611_9,奉和鲁望渔具十五咏•鸣桹,201,51
33971,皮日休,卷611_10,奉和鲁望渔具十五咏•沪,1001000,6
33972,皮日休,卷611_11,奉和鲁望渔具十五咏•＊,1011000,36
33973,皮日休,卷611_12,奉和鲁望渔具十五咏•种鱼,302110,62
33974,皮日休,卷611_13,奉和鲁望渔具十五咏•药鱼,0,35
33975,皮日休,卷611_14,奉和鲁望渔具十五咏•舴艋,0,33
33976,皮日休,卷611_15,奉和鲁望渔具十五咏•笭箵,1200001,4
33977,皮日休,卷611_16,添鱼具诗•鱼庵,100000,65
33978,皮日休,卷611_17,添鱼具诗•钓矶,101101,89
33979,皮日休,卷611_18,添鱼具诗•蓑衣,0,0
33980,皮日休,卷611_19,添鱼具诗•箬笠,201110,33
33981,皮日休,卷611_20,添鱼具诗•背篷,100101,106
33982,皮日休,卷611_21,奉和鲁望樵人十咏•樵谿,111102,89
33983,皮日休,卷611_22,奉和鲁望樵人十咏•樵家,201103,20
33984,皮日休,卷611_23,奉和鲁望樵人十咏•樵叟,1100001,94
33985,皮日休,卷611_24,奉和鲁望樵人十咏•樵子,1301102,65
33986,皮日休,卷611_25,奉和鲁望樵人十咏•樵径,110001,62
33987,皮日休,卷611_26,奉和鲁望樵人十咏•樵斧,0,33
33988,皮日休,卷611_27,奉和鲁望樵人十咏•樵担,1101,65
33989,皮日休,卷611_28,奉和鲁望樵人十咏•樵风,20200,0
33990,皮日休,卷611_29,奉和鲁望樵人十咏•樵火,1012102,3
33991,皮日休,卷611_30,奉和鲁望樵人十咏•樵歌,100010,84
33992,皮日休,卷611_31,酒中十咏•酒星,10001,62
33993,皮日休,卷611_32,酒中十咏•酒泉,2110011,98
33994,皮日休,卷611_33,酒中十咏•酒篘,1001111,33
33995,皮日休,卷611_34,酒中十咏•酒床,10012,35
33996,皮日休,卷611_35,酒中十咏•酒垆,2000000,62
33997,皮日休,卷611_36,酒中十咏•酒楼,1000000,62
33998,皮日休,卷611_37,酒中十咏•酒旗,1010101,48
33999,皮日休,卷611_38,酒中十咏•酒樽,0,99
34000,皮日休,卷611_39,酒中十咏•酒城,11010,65
34001,皮日休,卷611_40,酒中十咏•酒乡,10,67
34002,皮日休,卷611_41,奉和添酒中六咏•酒池,100101,51
34003,皮日休,卷611_42,奉和添酒中六咏•酒龙,101011,98
34004,皮日休,卷611_43,奉和添酒中六咏•酒瓮,0,21
34005,皮日休,卷611_44,奉和添酒中六咏•酒船,20100,98
34006,皮日休,卷611_45,奉和添酒中六咏•酒枪,1000000,55
34007,皮日休,卷611_46,奉和添酒中六咏•酒杯,2000002,3
34008,皮日休,卷611_47,茶中杂咏•茶坞,201103,35
34009,皮日休,卷611_48,茶中杂咏•茶人,1002101,25
34010,皮日休,卷611_49,茶中杂咏•茶笋,1101101,0
34011,皮日休,卷611_50,茶中杂咏•茶籝,1011102,36
34012,皮日休,卷611_51,茶中杂咏•茶舍,1102112,94
34013,皮日休,卷611_52,茶中杂咏•茶灶,1001202,21
34014,皮日休,卷611_53,茶中杂咏•茶焙,1001101,101
34015,皮日休,卷611_54,茶中杂咏•茶鼎,2101001,22
34016,皮日休,卷611_55,茶中杂咏•茶瓯,201011,33
34017,皮日休,卷611_56,茶中杂咏•煮茶,101101,62
34018,皮日休,卷611_57,石榴歌,1200201,102
34019,皮日休,卷612_1,奉和鲁望四明山九题•石窗,201012,20
34020,皮日休,卷612_2,奉和鲁望四明山九题•过云,21010,22
34021,皮日休,卷612_3,奉和鲁望四明山九题•云南,1200102,15
34022,皮日休,卷612_4,奉和鲁望四明山九题•云北,2000001,23
34023,皮日休,卷612_5,奉和鲁望四明山九题•鹿亭,2200101,3
34024,皮日休,卷612_6,奉和鲁望四明山九题•樊榭,1000000,15
34025,皮日休,卷612_7,奉和鲁望四明山九题•潺湲洞,2301020,15
34026,皮日休,卷612_8,奉和鲁望四明山九题•青棂子,2101102,15
34027,皮日休,卷612_9,奉和鲁望四明山九题•鞠侯,1000010,1
34028,皮日休,卷612_10,五贶诗•五泻舟,1010200,15
34029,皮日休,卷612_11,五贶诗•华顶杖,4000000,3
34030,皮日休,卷612_12,五贶诗•太湖砚,201011,15
34031,皮日休,卷612_13,五贶诗•乌龙养和,211210,25
34032,皮日休,卷612_14,五贶诗•诃陵樽,11101,19
34033,皮日休,卷612_15,早春病中书事寄鲁望,1100000,18
34034,皮日休,卷612_16,又寄次前韵,210001,22
34035,皮日休,卷612_17,秋晚留题鲁望郊居二首（1）,1110112,22
34036,皮日休,卷612_17,秋晚留题鲁望郊居二首（2）,211002,16
